-4.000000000000000000e+00 3.962287265017313750e-03
-3.964824120603015256e+00 4.100019530502733642e-03
-3.929648241206030068e+00 4.246958270647008607e-03
-3.894472361809045324e+00 4.404122358587322927e-03
-3.859296482412060136e+00 4.572697271960600440e-03
-3.824120603015075393e+00 4.754072167406951828e-03
-3.788944723618090649e+00 4.949887581312671647e-03
-3.753768844221105461e+00 5.162097540824373172e-03
-3.718592964824120717e+00 5.393051503773664546e-03
-3.683417085427135529e+00 5.645604023465747821e-03
-3.648241206030150785e+00 5.923263866958405031e-03
-3.613065326633165597e+00 6.230400381217007268e-03
-3.577889447236180853e+00 6.572534745911681048e-03
-3.542713567839196109e+00 6.956760181841070180e-03
-3.507537688442210921e+00 7.392363478392139156e-03
-3.472361809045226178e+00 7.891770678771016165e-03
-3.437185929648241434e+00 8.472033481690984316e-03
-3.402010050251256246e+00 9.157255068499455669e-03
-3.366834170854271502e+00 9.982727194672419077e-03
-3.331658291457286314e+00 1.100236271106157411e-02
-3.296482412060301570e+00 1.230290579637803063e-02
-3.261306532663316382e+00 1.403321474655800857e-02
-3.226130653266331638e+00 1.647027011791871165e-02
-3.190954773869346894e+00 2.018381707608076989e-02
-3.155778894472361706e+00 2.647924825933887713e-02
-3.120603015075376963e+00 3.833969059937279711e-02
-3.085427135678392219e+00 5.872945148591517117e-02
-3.050251256281407031e+00 8.111410173449319638e-02
-3.015075376884421843e+00 8.922233675887958348e-02
-2.979899497487437099e+00 9.229279625871783521e-02
-2.944723618090452355e+00 1.132677337370793652e-01
-2.909547738693467167e+00 1.185068749296946250e-01
-2.874371859296482423e+00 1.009820761318569321e-01
-2.839195979899497679e+00 1.090049538238482829e-01
-2.804020100502512491e+00 1.304850196744419266e-01
-2.768844221105527748e+00 1.443867650244743395e-01
-2.733668341708543004e+00 1.326265914671914403e-01
-2.698492462311557816e+00 1.335946970030571779e-01
-2.663316582914572628e+00 1.256555068292441735e-01
-2.628140703517587884e+00 1.404034953428356658e-01
-2.592964824120603140e+00 1.800002111051614839e-01
-2.557788944723617952e+00 1.778037873565919136e-01
-2.522613065326633208e+00 1.607999506934037204e-01
-2.487437185929648464e+00 1.504533744150546304e-01
-2.452261306532663276e+00 1.724500530729322911e-01
-2.417085427135678088e+00 1.990224278520358603e-01
-2.381909547738693789e+00 2.195309568459701821e-01
-2.346733668341708601e+00 2.155869866331407980e-01
-2.311557788944723413e+00 2.019109231365686929e-01
-2.276381909547738669e+00 1.995459262166789649e-01
-2.241206030150753925e+00 2.378243581020861031e-01
-2.206030150753768737e+00 2.761180169765826142e-01
-2.170854271356783993e+00 2.650971135465072237e-01
-2.135678391959799249e+00 2.552391884601882266e-01
-2.100502512562814061e+00 2.624647519541770668e-01
-2.065326633165828873e+00 3.024638087334342029e-01
-2.030150753768844130e+00 3.343746690649822551e-01
-1.994974874371859386e+00 3.137967655396993183e-01
-1.959798994974874198e+00 3.163584195652335840e-01
-1.924623115577889454e+00 3.580170907508433142e-01
-1.889447236180904710e+00 3.798493113193341375e-01
-1.854271356783919522e+00 3.712164884769333928e-01
-1.819095477386934778e+00 3.876848055459727327e-01
-1.783919597989949590e+00 4.253928205684722186e-01
-1.748743718592964846e+00 4.237789108130431970e-01
-1.713567839195980103e+00 4.440550107541424429e-01
-1.678391959798994915e+00 4.715606235366864296e-01
-1.643216080402010171e+00 4.852839575563019370e-01
-1.608040201005024983e+00 5.164434323876143651e-01
-1.572864321608040239e+00 5.429696405444117691e-01
-1.537688442211055495e+00 5.810136064455102556e-01
-1.502512562814070307e+00 6.240282149765260522e-01
-1.467336683417085563e+00 6.830147351571077552e-01
-1.432160804020100375e+00 7.586960144502230552e-01
-1.396984924623115631e+00 8.540869664856700627e-01
-1.361809045226130888e+00 9.262942537910462404e-01
-1.326633165829145700e+00 8.294216054990819487e-01
-1.291457286432160956e+00 5.916183187686570033e-01
-1.256281407035175768e+00 3.630642758633791933e-01
-1.221105527638191024e+00 2.255036533653477782e-01
-1.185929648241206280e+00 1.580789271365555526e-01
-1.150753768844221092e+00 1.236910961092380634e-01
-1.115577889447236348e+00 1.057801143322112947e-01
-1.080402010050251160e+00 9.797691394939057885e-02
-1.045226130653266416e+00 9.871324676397826015e-02
-1.010050251256281229e+00 1.103993300286664619e-01
-9.748743718592964846e-01 1.385618896203697215e-01
-9.396984924623117408e-01 1.777719987456558015e-01
-9.045226130653265528e-01 2.173135588309835220e-01
-8.693467336683418090e-01 2.565548517589735789e-01
-8.341708542713566210e-01 2.948843983682030712e-01
-7.989949748743718771e-01 3.308360202633709446e-01
-7.638190954773871333e-01 3.655623788735740121e-01
-7.286432160804019453e-01 3.951835371151977139e-01
-6.934673366834172015e-01 4.243218352258184556e-01
-6.582914572864320135e-01 4.513015649529935058e-01
-6.231155778894472697e-01 4.771980741949733429e-01
-5.879396984924625258e-01 5.008779063639706708e-01
-5.527638190954773378e-01 5.323424788207581360e-01
-5.175879396984925940e-01 5.508175487842693618e-01
-4.824120603015074060e-01 5.890765912823567874e-01
-4.472361809045226622e-01 6.154107842473199863e-01
-4.120603015075379183e-01 6.464605466184728533e-01
-3.768844221105527303e-01 6.966280676265761418e-01
-3.417085427135679865e-01 7.248019563544114696e-01
-3.065326633165827985e-01 7.866811208211177409e-01
-2.713567839195980547e-01 8.388288532950827214e-01
-2.361809045226133108e-01 9.092548078880227092e-01
-2.010050251256281229e-01 9.643775048082621204e-01
-1.658291457286433790e-01 9.309239725086735362e-01
-1.306532663316581910e-01 9.020939401202798802e-01
-9.547738693467344717e-02 9.864639921539928302e-01
-6.030150753768825922e-02 1.117830421186789991e+00
-2.512562814070351536e-02 1.267666561278122161e+00
1.005025125628122851e-02 1.365363300634193200e+00
4.522613065326641646e-02 1.262464230734313020e+00
8.040201005025160441e-02 1.059571982005899748e+00
1.155778894472359042e-01 8.839796167369360358e-01
1.507537688442210921e-01 8.194561443517417443e-01
1.859296482412062801e-01 9.498308273252868972e-01
2.211055276381905799e-01 1.059974345059256251e+00
2.562814070351757678e-01 9.896094638336055960e-01
2.914572864321609558e-01 8.776441724217698415e-01
3.266331658291452555e-01 7.824355825416908772e-01
3.618090452261304435e-01 7.019441237594531424e-01
3.969849246231156314e-01 6.272732335651621804e-01
4.321608040201008194e-01 5.464010928289388946e-01
4.673366834170851192e-01 4.384727437168917108e-01
5.025125628140703071e-01 2.987964077145221498e-01
5.376884422110554951e-01 1.939228178037538941e-01
5.728643216080397949e-01 1.394139305493186098e-01
6.080402010050249828e-01 1.106661017930861274e-01
6.432160804020101708e-01 9.451893268831013106e-02
6.783919597989953587e-01 8.559777921005179424e-02
7.135678391959796585e-01 8.172068801980801600e-02
7.487437185929648464e-01 8.225003025610443108e-02
7.839195979899500344e-01 8.767021897083740467e-02
8.190954773869343342e-01 9.988078827162022444e-02
8.542713567839195221e-01 1.235125325272901503e-01
8.894472361809047101e-01 1.696742342820664606e-01
9.246231155778890098e-01 2.623841145968525135e-01
9.597989949748741978e-01 4.199649533293350889e-01
9.949748743718593857e-01 6.164015942844290885e-01
1.030150753768844574e+00 8.073880549068512824e-01
1.065326633165828873e+00 8.608919719371785906e-01
1.100502512562814061e+00 7.542888722549611069e-01
1.135678391959799249e+00 6.310350957226338320e-01
1.170854271356783549e+00 5.151444428850933122e-01
1.206030150753768737e+00 3.800746922829384422e-01
1.241206030150753925e+00 2.358891522839708654e-01
1.276381909547738225e+00 1.450026710507911487e-01
1.311557788944723413e+00 9.839370299997353408e-02
1.346733668341708601e+00 7.249909517640103218e-02
1.381909547738693789e+00 5.654205908228599614e-02
1.417085427135678088e+00 4.589686609920039934e-02
1.452261306532663276e+00 3.836648278644382015e-02
1.487437185929648464e+00 3.279766152611563595e-02
1.522613065326632764e+00 2.853419966763944687e-02
1.557788944723617952e+00 2.517813516982412778e-02
1.592964824120603140e+00 2.247548736434011596e-02
1.628140703517587440e+00 2.025728304044120687e-02
1.663316582914572628e+00 1.840715672333953848e-02
1.698492462311557816e+00 1.684260407059787537e-02
1.733668341708543004e+00 1.550365263409769941e-02
1.768844221105527303e+00 1.434575710669376732e-02
1.804020100502512491e+00 1.333519966221672660e-02
1.839195979899497679e+00 1.244602848632425825e-02
1.874371859296481979e+00 1.165796994363758367e-02
1.909547738693467167e+00 1.095497373672414156e-02
1.944723618090452355e+00 1.032417947214754779e-02
1.979899497487437543e+00 9.755169782824443456e-03
2.015075376884421843e+00 9.239422057718365416e-03
2.050251256281407031e+00 8.769900216517674194e-03
2.085427135678392219e+00 8.340746795134489078e-03
2.120603015075376518e+00 7.947047917878237444e-03
2.155778894472361706e+00 7.584651930304150101e-03
2.190954773869346894e+00 7.250028019364561545e-03
2.226130653266331194e+00 6.940154967036641330e-03
