G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                              51         0.8131299710     -0.2500000000      0.2500000000      0.2500000000
M                             101         1.6262599420      0.0000000000      0.0000000000      0.5000000000
G                             172         2.7761993750      0.0000000000      0.0000000000      0.0000000000
Z                             187         3.0232673422      0.2500000000      0.2500000000     -0.2500000000
