 written on 20May2021 at 13:40:19 
           3
         581
    4    4    1    2    1    2    1    2    2    1    1    2    1    2    2
    1    2    1    2    1    4    2    1    4    1    1    1    2    2    1
    1    1    1    2    1    1    1    1    2    1    1    1    1    2    1
    1    1    2    2    1    1    1    2    1    1    1    2    1    2    4
    2    1    2    2    1    1    1    1    4    1    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    1    1    1    2    2    1    2    4    4    2
    1    1    2    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    4    1    1    1    1    1    1    1    4    1    1    1    1    1
    2    1    1    1    2    1    2    2    1    2    2    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    2    1    1    1    2    1
    2    2    1    2    1    1    1    2    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    2    1    1    1    2    1    2    2    1    2    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    2    2    1    2    2    1    2    1    1    1    2    1    1    1    1
    1    4    1    1    1    1    1    1    1    4    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    2    1    1    2    4    4    2
    1    2    2    1    1    1    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    1    1    1    1    1    1    2    1    1    1
    1    1    1    2    1    1    1    1    1    1    2    1    1    1    1
    1    1    4    1    1    1    1    2    2    1    2    4    2    1    2
    1    1    1    2    1    1    1    2    2    1    1    1    2    1    1
    1    1    2    1    1    1    1    2    1    1    1    1    2    2    1
    1    1    4    1    2    4    1    2    1    2    1    2    2    1    2
    1    1    2    2    1    2    1    2    1    4    4
   -6   -2   -4    1    1    0.000013   -0.000000
   -6   -2   -4    2    1   -0.000000   -0.000000
   -6   -2   -4    3    1    0.000000    0.000000
   -6   -2   -4    1    2   -0.000000   -0.000000
   -6   -2   -4    2    2   -0.000005    0.000000
   -6   -2   -4    3    2   -0.000000   -0.000000
   -6   -2   -4    1    3    0.000000    0.000000
   -6   -2   -4    2    3   -0.000000   -0.000000
   -6   -2   -4    3    3   -0.000005    0.000000
   -5   -5   -8    1    1   -0.000063   -0.000000
   -5   -5   -8    2    1    0.000000   -0.000000
   -5   -5   -8    3    1   -0.000000    0.000000
   -5   -5   -8    1    2    0.000000   -0.000000
   -5   -5   -8    2    2   -0.000039   -0.000000
   -5   -5   -8    3    2    0.000000    0.000000
   -5   -5   -8    1    3   -0.000000    0.000000
   -5   -5   -8    2    3    0.000000    0.000000
   -5   -5   -8    3    3   -0.000039    0.000000
   -5   -5   -7    1    1   -0.000010   -0.000000
   -5   -5   -7    2    1    0.000007   -0.000000
   -5   -5   -7    3    1    0.000007    0.000000
   -5   -5   -7    1    2    0.000007   -0.000000
   -5   -5   -7    2    2   -0.000020    0.000000
   -5   -5   -7    3    2    0.000018    0.000000
   -5   -5   -7    1    3    0.000007    0.000000
   -5   -5   -7    2    3    0.000018    0.000000
   -5   -5   -7    3    3   -0.000020   -0.000000
   -5   -4   -7    1    1    0.000007   -0.000000
   -5   -4   -7    2    1    0.000000    0.000000
   -5   -4   -7    3    1    0.000013    0.000000
   -5   -4   -7    1    2    0.000000    0.000000
   -5   -4   -7    2    2    0.000009    0.000000
   -5   -4   -7    3    2    0.000000   -0.000000
   -5   -4   -7    1    3    0.000013    0.000000
   -5   -4   -7    2    3    0.000000   -0.000000
   -5   -4   -7    3    3    0.000022   -0.000000
   -5   -4   -6    1    1   -0.000001   -0.000000
   -5   -4   -6    2    1   -0.000004    0.000000
   -5   -4   -6    3    1   -0.000004    0.000000
   -5   -4   -6    1    2   -0.000004    0.000000
   -5   -4   -6    2    2   -0.000004   -0.000000
   -5   -4   -6    3    2    0.000004    0.000000
   -5   -4   -6    1    3   -0.000004    0.000000
   -5   -4   -6    2    3    0.000004    0.000000
   -5   -4   -6    3    3   -0.000046    0.000000
   -5   -3   -6    1    1    0.000013   -0.000000
   -5   -3   -6    2    1   -0.000000    0.000000
   -5   -3   -6    3    1    0.000029    0.000000
   -5   -3   -6    1    2   -0.000000    0.000000
   -5   -3   -6    2    2    0.000025    0.000000
   -5   -3   -6    3    2   -0.000000    0.000000
   -5   -3   -6    1    3    0.000029    0.000000
   -5   -3   -6    2    3   -0.000000    0.000000
   -5   -3   -6    3    3    0.000059   -0.000000
   -5   -3   -5    1    1   -0.000008    0.000000
   -5   -3   -5    2    1    0.000008    0.000000
   -5   -3   -5    3    1    0.000005   -0.000000
   -5   -3   -5    1    2    0.000008    0.000000
   -5   -3   -5    2    2    0.000003    0.000000
   -5   -3   -5    3    2   -0.000012    0.000000
   -5   -3   -5    1    3    0.000005   -0.000000
   -5   -3   -5    2    3   -0.000012    0.000000
   -5   -3   -5    3    3    0.000016   -0.000000
   -5   -3   -4    1    1    0.000003    0.000000
   -5   -3   -4    2    1    0.000001   -0.000000
   -5   -3   -4    3    1    0.000001   -0.000000
   -5   -3   -4    1    2    0.000001   -0.000000
   -5   -3   -4    2    2    0.000009   -0.000000
   -5   -3   -4    3    2    0.000003   -0.000000
   -5   -3   -4    1    3    0.000001   -0.000000
   -5   -3   -4    2    3    0.000003   -0.000000
   -5   -3   -4    3    3    0.000009   -0.000000
   -5   -2   -5    1    1   -0.000013    0.000000
   -5   -2   -5    2    1    0.000000    0.000000
   -5   -2   -5    3    1   -0.000010   -0.000000
   -5   -2   -5    1    2    0.000000    0.000000
   -5   -2   -5    2    2   -0.000015   -0.000000
   -5   -2   -5    3    2    0.000000   -0.000000
   -5   -2   -5    1    3   -0.000010   -0.000000
   -5   -2   -5    2    3    0.000000   -0.000000
   -5   -2   -5    3    3    0.000000    0.000000
   -5   -2   -4    1    1    0.000003   -0.000000
   -5   -2   -4    2    1    0.000001    0.000000
   -5   -2   -4    3    1   -0.000007   -0.000000
   -5   -2   -4    1    2    0.000001    0.000000
   -5   -2   -4    2    2   -0.000007    0.000000
   -5   -2   -4    3    2    0.000002   -0.000000
   -5   -2   -4    1    3   -0.000007   -0.000000
   -5   -2   -4    2    3    0.000002   -0.000000
   -5   -2   -4    3    3   -0.000041   -0.000000
   -5   -2   -3    1    1   -0.000004   -0.000000
   -5   -2   -3    2    1    0.000014    0.000000
   -5   -2   -3    3    1   -0.000000   -0.000000
   -5   -2   -3    1    2    0.000014    0.000000
   -5   -2   -3    2    2   -0.000003    0.000000
   -5   -2   -3    3    2    0.000000   -0.000000
   -5   -2   -3    1    3   -0.000000   -0.000000
   -5   -2   -3    2    3    0.000000   -0.000000
   -5   -2   -3    3    3   -0.000004   -0.000000
   -5   -1   -4    1    1    0.000004    0.000000
   -5   -1   -4    2    1   -0.000000    0.000000
   -5   -1   -4    3    1   -0.000000    0.000000
   -5   -1   -4    1    2   -0.000000    0.000000
   -5   -1   -4    2    2   -0.000007   -0.000000
   -5   -1   -4    3    2   -0.000000   -0.000000
   -5   -1   -4    1    3   -0.000000    0.000000
   -5   -1   -4    2    3   -0.000000   -0.000000
   -5   -1   -4    3    3    0.000143    0.000000
   -5   -1   -3    1    1    0.000003    0.000000
   -5   -1   -3    2    1    0.000001   -0.000000
   -5   -1   -3    3    1    0.000007   -0.000000
   -5   -1   -3    1    2    0.000001   -0.000000
   -5   -1   -3    2    2   -0.000007   -0.000000
   -5   -1   -3    3    2   -0.000002   -0.000000
   -5   -1   -3    1    3    0.000007   -0.000000
   -5   -1   -3    2    3   -0.000002   -0.000000
   -5   -1   -3    3    3   -0.000041    0.000000
   -5   -1   -2    1    1    0.000003   -0.000000
   -5   -1   -2    2    1    0.000001    0.000000
   -5   -1   -2    3    1   -0.000001   -0.000000
   -5   -1   -2    1    2    0.000001    0.000000
   -5   -1   -2    2    2    0.000009    0.000000
   -5   -1   -2    3    2   -0.000003   -0.000000
   -5   -1   -2    1    3   -0.000001   -0.000000
   -5   -1   -2    2    3   -0.000003   -0.000000
   -5   -1   -2    3    3    0.000009    0.000000
   -5    0   -3    1    1   -0.000013    0.000000
   -5    0   -3    2    1   -0.000000   -0.000000
   -5    0   -3    3    1    0.000010    0.000000
   -5    0   -3    1    2   -0.000000   -0.000000
   -5    0   -3    2    2   -0.000015   -0.000000
   -5    0   -3    3    2    0.000000   -0.000000
   -5    0   -3    1    3    0.000010    0.000000
   -5    0   -3    2    3    0.000000   -0.000000
   -5    0   -3    3    3    0.000000    0.000000
   -5    0   -2    1    1   -0.000008   -0.000000
   -5    0   -2    2    1    0.000008   -0.000000
   -5    0   -2    3    1   -0.000005   -0.000000
   -5    0   -2    1    2    0.000008   -0.000000
   -5    0   -2    2    2    0.000003   -0.000000
   -5    0   -2    3    2    0.000012    0.000000
   -5    0   -2    1    3   -0.000005   -0.000000
   -5    0   -2    2    3    0.000012    0.000000
   -5    0   -2    3    3    0.000016    0.000000
   -5    1   -2    1    1    0.000013   -0.000000
   -5    1   -2    2    1    0.000000   -0.000000
   -5    1   -2    3    1   -0.000029   -0.000000
   -5    1   -2    1    2    0.000000   -0.000000
   -5    1   -2    2    2    0.000025    0.000000
   -5    1   -2    3    2   -0.000000    0.000000
   -5    1   -2    1    3   -0.000029   -0.000000
   -5    1   -2    2    3   -0.000000    0.000000
   -5    1   -2    3    3    0.000059   -0.000000
   -5    1   -1    1    1   -0.000001   -0.000000
   -5    1   -1    2    1   -0.000004   -0.000000
   -5    1   -1    3    1    0.000004    0.000000
   -5    1   -1    1    2   -0.000004   -0.000000
   -5    1   -1    2    2   -0.000004   -0.000000
   -5    1   -1    3    2   -0.000004   -0.000000
   -5    1   -1    1    3    0.000004    0.000000
   -5    1   -1    2    3   -0.000004   -0.000000
   -5    1   -1    3    3   -0.000046    0.000000
   -5    2   -1    1    1    0.000007   -0.000000
   -5    2   -1    2    1   -0.000000   -0.000000
   -5    2   -1    3    1   -0.000013   -0.000000
   -5    2   -1    1    2   -0.000000   -0.000000
   -5    2   -1    2    2    0.000009    0.000000
   -5    2   -1    3    2    0.000000   -0.000000
   -5    2   -1    1    3   -0.000013   -0.000000
   -5    2   -1    2    3    0.000000   -0.000000
   -5    2   -1    3    3    0.000022   -0.000000
   -5    2    0    1    1   -0.000010    0.000000
   -5    2    0    2    1    0.000007    0.000000
   -5    2    0    3    1   -0.000007    0.000000
   -5    2    0    1    2    0.000007    0.000000
   -5    2    0    2    2   -0.000020    0.000000
   -5    2    0    3    2   -0.000018   -0.000000
   -5    2    0    1    3   -0.000007    0.000000
   -5    2    0    2    3   -0.000018   -0.000000
