1.570796326794896697e-02 4.243599012009512172e+00 4.371279272743773703e+00 4.371279272762673251e+00 -4.751315562400743042e-02 -3.077510665674243473e-02 -3.077510664225413528e-02
4.712388980384689396e-02 4.263794490137008175e+00 4.376827218595471081e+00 4.376827218600185532e+00 -1.236781262490087019e-01 -8.398900232409367561e-02 -8.398900231352535162e-02
7.853981633974482790e-02 4.279796794885397659e+00 4.382801477561215187e+00 4.382801477562102477e+00 -1.792368485955425639e-01 -1.252136319855053914e-01 -1.252136319775011275e-01
1.099557428756427618e-01 4.290061761804658147e+00 4.389026715430084380e+00 4.389026715429729997e+00 -2.231643006597768819e-01 -1.585093545627401790e-01 -1.585093545574463025e-01
1.413716694115406958e-01 4.297219726087013747e+00 4.395712271327877119e+00 4.395712271327131937e+00 -2.583841703429704539e-01 -1.864441081723104965e-01 -1.864441081689650614e-01
1.727875959474386158e-01 4.302755041011211645e+00 4.402481219210672592e+00 4.402481219209808394e+00 -2.862967971827322655e-01 -2.103409754001133170e-01 -2.103409753980559627e-01
2.042035224833365636e-01 4.307340111340176136e+00 4.408860060121205571e+00 4.408860060120323610e+00 -3.081474884554186167e-01 -2.310262008558509050e-01 -2.310262008546394297e-01
2.356194490192344559e-01 4.311262727775500458e+00 4.414494313593671393e+00 4.414494313592812524e+00 -3.251252061318232744e-01 -2.491075271529121782e-01 -2.491075271522634749e-01
2.670353755551324593e-01 4.314639260247343344e+00 4.419177338434803204e+00 4.419177338433982527e+00 -3.382900009905971395e-01 -2.650616907650577003e-01 -2.650616907647919129e-01
2.984513020910303238e-01 4.317514687369139459e+00 4.422821586392796434e+00 4.422821586392017501e+00 -3.485297763030698048e-01 -2.792668687231938396e-01 -2.792668687231935065e-01
3.298672286269282994e-01 4.319909102243437715e+00 4.425421473646311554e+00 4.425421473645571702e+00 -3.565561445180736033e-01 -2.920213660288094593e-01 -2.920213660289971980e-01
3.612831551628261639e-01 4.321838032938881469e+00 4.427022284822137443e+00 4.427022284821431342e+00 -3.629223585324889978e-01 -3.035586814330157868e-01 -3.035586814333384176e-01
3.926990816987241395e-01 4.323319921939910770e+00 4.427697617936579455e+00 4.427697617935900887e+00 -3.680495185263323865e-01 -3.140606977753849227e-01 -3.140606977758065854e-01
4.241150082346220596e-01 4.324377675374794450e+00 4.427534262820469912e+00 4.427534262819813549e+00 -3.722532909077576058e-01 -3.236689919908932733e-01 -3.236689919913880997e-01
4.555309347705200351e-01 4.325037833674693744e+00 4.426622645370148490e+00 4.426622645369509002e+00 -3.757676239833203091e-01 -3.324941696302642358e-01 -3.324941696308143513e-01
4.869468613064178997e-01 4.325329077903171893e+00 4.425051133600395481e+00 4.425051133599767539e+00 -3.787643408142276069e-01 -3.406233153024305071e-01 -3.406233153030218119e-01
5.183627878423159308e-01 4.325280807995789623e+00 4.422902893981164318e+00 4.422902893980542594e+00 -3.813686601652458430e-01 -3.481257887420967645e-01 -3.481257887427204878e-01
5.497787143782137953e-01 4.324922042131758460e+00 4.420254367558021258e+00 4.420254367557403086e+00 -3.836711741610324689e-01 -3.550576497672358611e-01 -3.550576497678835652e-01
5.811946409141117709e-01 4.324280666895504055e+00 4.417174737138839014e+00 4.417174737138217289e+00 -3.857369369315245544e-01 -3.614649909561500341e-01 -3.614649909568171671e-01
6.126105674500096354e-01 4.323382984290612185e+00 4.413725974941160146e+00 4.413725974940536645e+00 -3.876122849539300752e-01 -3.673864235491834940e-01 -3.673864235498648378e-01
6.440264939859075000e-01 4.322253481467780212e+00 4.409963209752309155e+00 4.409963209751680324e+00 -3.893299172380210171e-01 -3.728549191985585098e-01 -3.728549191992502898e-01
6.754424205218054755e-01 4.320914754845836647e+00 4.405935251947457942e+00 4.405935251946820230e+00 -3.909126598543540831e-01 -3.778991681372991795e-01 -3.778991681379995082e-01
7.068583470577034511e-01 4.319387534305157317e+00 4.401685179014787508e+00 4.401685179014140914e+00 -3.923762448614045439e-01 -3.825445776620581828e-01 -3.825445776627639516e-01
7.382742735936014267e-01 4.317690767618373116e+00 4.397250925075848471e+00 4.397250925075191219e+00 -3.937313551030650061e-01 -3.868140048255939156e-01 -3.868140048263039033e-01
7.696902001294992912e-01 4.315841737473722795e+00 4.392665843360926914e+00 4.392665843360257227e+00 -3.949851240811128594e-01 -3.907282936373572824e-01 -3.907282936380699345e-01
8.011061266653972668e-01 4.313856192758553476e+00 4.387959226179884098e+00 4.387959226179200201e+00 -3.961422321711454142e-01 -3.943066689695645666e-01 -3.943066689702784400e-01
8.325220532012952424e-01 4.311748482484587086e+00 4.383156776232253193e+00 4.383156776231555085e+00 -3.972057041918033438e-01 -3.975670257097969618e-01 -3.975670257105108352e-01
8.639379797371931069e-01 4.309531685385352695e+00 4.378281028471424641e+00 4.378281028470712322e+00 -3.981774862062785747e-01 -4.005261415111468493e-01 -4.005261415118598345e-01
8.953539062730909714e-01 4.307217731330544197e+00 4.373351724679038988e+00 4.373351724678313346e+00 -3.990588592643260490e-01 -4.031998339424980315e-01 -4.031998339432096845e-01
9.267698328089889470e-01 4.304817512724306461e+00 4.368386144370857593e+00 4.368386144370116853e+00 -3.998507328487299617e-01 -4.056030772757373004e-01 -4.056030772764465109e-01
9.581857593448869226e-01 4.302340985322576472e+00 4.363399396243409001e+00 4.363399396242652273e+00 -4.005538497345459970e-01 -4.077500900543040707e-01 -4.077500900550101726e-01
9.896016858807848982e-01 4.299797258664943556e+00 4.358404674454763317e+00 4.358404674453991490e+00 -4.011689257911914552e-01 -4.096544015830543284e-01 -4.096544015837573216e-01
1.021017612416682763e+00 4.297194676742242869e+00 4.353413483841964471e+00 4.353413483841178433e+00 -4.016967422027188928e-01 -4.113289032752691643e-01 -4.113289032759677166e-01
1.052433538952580738e+00 4.294540889732001432e+00 4.348435837851052810e+00 4.348435837850250785e+00 -4.021382030924232076e-01 -4.127858891759186299e-01 -4.127858891766131855e-01
1.083849465488478714e+00 4.291842917710313898e+00 4.343480432575078432e+00 4.343480432574263084e+00 -4.024943682035551085e-01 -4.140370887945286071e-01 -4.140370887952176115e-01
1.115265392024376689e+00 4.289107207244597930e+00 4.338554799908539650e+00 4.338554799907708315e+00 -4.027664678063980208e-01 -4.150936945113026244e-01 -4.150936945119869659e-01
1.146681318560274443e+00 4.286339681721756278e+00 4.333665442458070949e+00 4.333665442457223627e+00 -4.029559051516184986e-01 -4.159663851826334025e-01 -4.159663851833121928e-01
1.178097245096172418e+00 4.283545786193189819e+00 4.328817952512117095e+00 4.328817952511256451e+00 -4.030642504075987453e-01 -4.166653471051624535e-01 -4.166653471058354707e-01
1.209513171632070394e+00 4.280730527435701482e+00 4.324017117070816596e+00 4.324017117069941740e+00 -4.030932289854050055e-01 -4.172002931561840100e-01 -4.172002931568510320e-01
1.240929098167968370e+00 4.277898509844217934e+00 4.319267010672244389e+00 4.319267010671357099e+00 -4.030447063806670283e-01 -4.175804806792815516e-01 -4.175804806799425783e-01
1.272345024703866123e+00 4.275053967693096091e+00 4.314571077520194642e+00 4.314571077519292253e+00 -4.029206710813486580e-01 -4.178147285034474745e-01 -4.178147285041020620e-01
1.303760951239764321e+00 4.272200794230372800e+00 4.309932204218910101e+00 4.309932204217995277e+00 -4.027232166556695692e-01 -4.179114333535773884e-01 -4.179114333542257587e-01
1.335176877775662074e+00 4.269342568004405258e+00 4.305352784248020370e+00 4.305352784247091336e+00 -4.024545238090595500e-01 -4.178785858170075418e-01 -4.178785858176501389e-01
1.366592804311559828e+00 4.266482576765370460e+00 4.300834775162807766e+00 4.300834775161865409e+00 -4.021168429559953683e-01 -4.177237859648730289e-01 -4.177237859655087426e-01
1.398008730847458025e+00 4.263623839234697677e+00 4.296379749377763346e+00 4.296379749376809443e+00 -4.017124776716989309e-01 -4.174542586812461931e-01 -4.174542586818754675e-01
1.429424657383355779e+00 4.260769124992982881e+00 4.291988939281917936e+00 4.291988939280951598e+00 -4.012437692546402257e-01 -4.170768687219290616e-01 -4.170768687225516747e-01
1.460840583919253755e+00 4.257920972700622642e+00 4.287663277340375778e+00 4.287663277339398782e+00 -4.007130825323221845e-01 -4.165981355043453238e-01 -4.165981355049603874e-01
1.492256510455151730e+00 4.255081706834690891e+00 4.283403431755274049e+00 4.283403431754283730e+00 -4.001227929710406972e-01 -4.160242476173310333e-01 -4.160242476179392135e-01
1.523672436991049706e+00 4.252253453099450020e+00 4.279209838189324877e+00 4.279209838188324788e+00 -3.994752750988781465e-01 -4.153610770324598356e-01 -4.153610770330617985e-01
1.555088363526947681e+00 4.249438152646036748e+00 4.275082727994462317e+00 4.275082727993450682e+00 -3.987728922148932043e-01 -4.146141929952598115e-01 -4.146141929958548911e-01
1.586504290062845435e+00 4.246637575218231930e+00 4.271022153335389149e+00 4.271022153334365967e+00 -3.980179873327911455e-01 -4.137888755740701807e-01 -4.137888755746585989e-01
